"joule heating","magnetic flux density:0","magnetic flux density:1","magnetic flux density:2","Points:0","Points:1","Points:2"
2.0484e+05,9.076e-07,0.0052474,0,0.01211,0.025,0
2.0601e+05,9.0867e-07,0.0052481,0,0.012145,0.025,0
2.0718e+05,9.0975e-07,0.0052488,0,0.01218,0.025,0
2.0835e+05,9.1082e-07,0.0052494,0,0.012215,0.025,0
2.0952e+05,9.119e-07,0.0052501,0,0.01225,0.025,0
2.1078e+05,9.1506e-07,0.005251,0,0.012285,0.025,0
2.1207e+05,9.1867e-07,0.005252,0,0.01232,0.025,0
2.1335e+05,9.2228e-07,0.0052529,0,0.012355,0.025,0
2.1464e+05,9.2589e-07,0.0052538,0,0.01239,0.025,0
2.1593e+05,9.295e-07,0.0052547,0,0.012425,0.025,0
2.1721e+05,9.3311e-07,0.0052556,0,0.01246,0.025,0
2.185e+05,9.3672e-07,0.0052566,0,0.012495,0.025,0
2.1978e+05,9.4034e-07,0.0052575,0,0.01253,0.025,0
2.2107e+05,9.4395e-07,0.0052584,0,0.012565,0.025,0
2.2235e+05,9.4756e-07,0.0052593,0,0.0126,0.025,0
2.2364e+05,9.5117e-07,0.0052603,0,0.012635,0.025,0
2.2492e+05,9.5478e-07,0.0052612,0,0.01267,0.025,0
2.2621e+05,9.5839e-07,0.0052621,0,0.012705,0.025,0
2.2749e+05,9.62e-07,0.005263,0,0.01274,0.025,0
2.2878e+05,9.6561e-07,0.0052639,0,0.012775,0.025,0
2.3006e+05,9.6922e-07,0.0052649,0,0.01281,0.025,0
2.3135e+05,9.7283e-07,0.0052658,0,0.012845,0.025,0
2.3264e+05,9.7644e-07,0.0052667,0,0.01288,0.025,0
2.3392e+05,9.8005e-07,0.0052676,0,0.012915,0.025,0
2.3521e+05,9.8366e-07,0.0052686,0,0.01295,0.025,0
2.3649e+05,9.8727e-07,0.0052695,0,0.012985,0.025,0
2.3778e+05,9.9088e-07,0.0052704,0,0.01302,0.025,0
2.3906e+05,9.9449e-07,0.0052713,0,0.013055,0.025,0
2.4035e+05,9.981e-07,0.0052722,0,0.01309,0.025,0
2.4163e+05,1.0017e-06,0.0052732,0,0.013125,0.025,0
2.4292e+05,1.0053e-06,0.0052741,0,0.01316,0.025,0
2.442e+05,1.0089e-06,0.005275,0,0.013195,0.025,0
2.4549e+05,1.0125e-06,0.0052759,0,0.01323,0.025,0
2.4678e+05,1.0162e-06,0.0052769,0,0.013265,0.025,0
2.4806e+05,1.0198e-06,0.0052778,0,0.0133,0.025,0
2.4935e+05,1.0234e-06,0.0052787,0,0.013335,0.025,0
2.5063e+05,1.027e-06,0.0052796,0,0.01337,0.025,0
2.5192e+05,1.0306e-06,0.0052806,0,0.013405,0.025,0
2.532e+05,1.0342e-06,0.0052815,0,0.01344,0.025,0
2.5449e+05,1.0378e-06,0.0052824,0,0.013475,0.025,0
2.5577e+05,1.0414e-06,0.0052833,0,0.01351,0.025,0
2.5706e+05,1.045e-06,0.0052842,0,0.013545,0.025,0
2.5834e+05,1.0486e-06,0.0052852,0,0.01358,0.025,0
2.5963e+05,1.0523e-06,0.0052861,0,0.013615,0.025,0
2.6091e+05,1.0559e-06,0.005287,0,0.01365,0.025,0
2.622e+05,1.0595e-06,0.0052879,0,0.013685,0.025,0
2.6349e+05,1.0631e-06,0.0052889,0,0.01372,0.025,0
2.6482e+05,1.0744e-06,0.0052899,0,0.013755,0.025,0
2.6619e+05,1.0918e-06,0.005291,0,0.01379,0.025,0
2.6757e+05,1.1091e-06,0.0052921,0,0.013825,0.025,0
2.6894e+05,1.1265e-06,0.0052933,0,0.01386,0.025,0
2.7031e+05,1.1439e-06,0.0052944,0,0.013895,0.025,0
2.7168e+05,1.1612e-06,0.0052955,0,0.01393,0.025,0
2.7306e+05,1.1786e-06,0.0052967,0,0.013965,0.025,0
2.7443e+05,1.196e-06,0.0052978,0,0.014,0.025,0
2.758e+05,1.2133e-06,0.0052989,0,0.014035,0.025,0
2.7718e+05,1.2307e-06,0.0053,0,0.01407,0.025,0
2.7855e+05,1.2481e-06,0.0053012,0,0.014105,0.025,0
2.7992e+05,1.2654e-06,0.0053023,0,0.01414,0.025,0
2.8141e+05,1.261e-06,0.0053037,0,0.014175,0.025,0
2.829e+05,1.2557e-06,0.0053051,0,0.01421,0.025,0
2.8438e+05,1.2503e-06,0.0053065,0,0.014245,0.025,0
2.8587e+05,1.245e-06,0.0053079,0,0.01428,0.025,0
2.8736e+05,1.2397e-06,0.0053093,0,0.014315,0.025,0
2.8885e+05,1.2343e-06,0.0053107,0,0.01435,0.025,0
2.9034e+05,1.229e-06,0.0053121,0,0.014385,0.025,0
2.9183e+05,1.2236e-06,0.0053135,0,0.01442,0.025,0
2.9332e+05,1.2183e-06,0.0053149,0,0.014455,0.025,0
2.948e+05,1.213e-06,0.0053163,0,0.01449,0.025,0
2.9629e+05,1.2076e-06,0.0053177,0,0.014525,0.025,0
2.9778e+05,1.2023e-06,0.0053191,0,0.01456,0.025,0
2.9927e+05,1.1969e-06,0.0053205,0,0.014595,0.025,0
3.0076e+05,1.1916e-06,0.0053219,0,0.01463,0.025,0
3.0225e+05,1.1863e-06,0.0053233,0,0.014665,0.025,0
3.0374e+05,1.1809e-06,0.0053247,0,0.0147,0.025,0
3.0523e+05,1.1756e-06,0.005326,0,0.014735,0.025,0
3.0671e+05,1.1703e-06,0.0053274,0,0.01477,0.025,0
3.082e+05,1.1649e-06,0.0053288,0,0.014805,0.025,0
3.0969e+05,1.1596e-06,0.0053302,0,0.01484,0.025,0
3.1118e+05,1.1542e-06,0.0053316,0,0.014875,0.025,0
3.1267e+05,1.1489e-06,0.005333,0,0.01491,0.025,0
3.1416e+05,1.1436e-06,0.0053344,0,0.014945,0.025,0
3.1565e+05,1.1382e-06,0.0053358,0,0.01498,0.025,0
3.1714e+05,1.1329e-06,0.0053372,0,0.015015,0.025,0
3.1862e+05,1.1276e-06,0.0053386,0,0.01505,0.025,0
3.2011e+05,1.1222e-06,0.00534,0,0.015085,0.025,0
3.216e+05,1.1169e-06,0.0053414,0,0.01512,0.025,0
3.2309e+05,1.1115e-06,0.0053428,0,0.015155,0.025,0
3.2458e+05,1.1062e-06,0.0053442,0,0.01519,0.025,0
3.2607e+05,1.1009e-06,0.0053456,0,0.015225,0.025,0
3.2756e+05,1.0955e-06,0.005347,0,0.01526,0.025,0
3.2905e+05,1.0902e-06,0.0053484,0,0.015295,0.025,0
3.3053e+05,1.0848e-06,0.0053498,0,0.01533,0.025,0
3.3202e+05,1.0795e-06,0.0053512,0,0.015365,0.025,0
3.3351e+05,1.0742e-06,0.0053526,0,0.0154,0.025,0
3.35e+05,1.0688e-06,0.005354,0,0.015435,0.025,0
3.3649e+05,1.0635e-06,0.0053554,0,0.01547,0.025,0
3.3798e+05,1.0582e-06,0.0053568,0,0.015505,0.025,0
3.3947e+05,1.0528e-06,0.0053582,0,0.01554,0.025,0
3.4095e+05,1.0475e-06,0.0053596,0,0.015575,0.025,0
3.4244e+05,1.0421e-06,0.005361,0,0.01561,0.025,0
3.44e+05,1.0301e-06,0.0053626,0,0.015645,0.025,0
3.4558e+05,1.0165e-06,0.0053643,0,0.01568,0.025,0
3.4716e+05,1.0028e-06,0.0053659,0,0.015715,0.025,0
3.4874e+05,9.8919e-07,0.0053676,0,0.01575,0.025,0
3.5032e+05,9.7555e-07,0.0053693,0,0.015785,0.025,0
3.5189e+05,9.6191e-07,0.0053709,0,0.01582,0.025,0
3.5347e+05,9.4827e-07,0.0053726,0,0.015855,0.025,0
3.5507e+05,9.4368e-07,0.0053743,0,0.01589,0.025,0
3.5675e+05,9.7212e-07,0.0053762,0,0.015925,0.025,0
3.5844e+05,1.0006e-06,0.0053782,0,0.01596,0.025,0
3.6012e+05,1.029e-06,0.0053801,0,0.015995,0.025,0
3.618e+05,1.0574e-06,0.0053821,0,0.01603,0.025,0
3.6348e+05,1.0859e-06,0.005384,0,0.016065,0.025,0
3.6516e+05,1.1143e-06,0.0053859,0,0.0161,0.025,0
3.6685e+05,1.1428e-06,0.0053879,0,0.016135,0.025,0
3.6853e+05,1.1712e-06,0.0053898,0,0.01617,0.025,0
3.7021e+05,1.1997e-06,0.0053918,0,0.016205,0.025,0
3.7189e+05,1.2281e-06,0.0053937,0,0.01624,0.025,0
3.7357e+05,1.2565e-06,0.0053956,0,0.016275,0.025,0
3.7526e+05,1.285e-06,0.0053976,0,0.01631,0.025,0
3.7694e+05,1.3134e-06,0.0053995,0,0.016345,0.025,0
3.7862e+05,1.3419e-06,0.0054014,0,0.01638,0.025,0
3.803e+05,1.3703e-06,0.0054034,0,0.016415,0.025,0
3.8199e+05,1.3988e-06,0.0054053,0,0.01645,0.025,0
3.8367e+05,1.4272e-06,0.0054073,0,0.016485,0.025,0
3.8535e+05,1.4556e-06,0.0054092,0,0.01652,0.025,0
3.8703e+05,1.4841e-06,0.0054111,0,0.016555,0.025,0
3.8871e+05,1.5125e-06,0.0054131,0,0.01659,0.025,0
3.904e+05,1.541e-06,0.005415,0,0.016625,0.025,0
3.9208e+05,1.5694e-06,0.0054169,0,0.01666,0.025,0
3.9376e+05,1.5979e-06,0.0054189,0,0.016695,0.025,0
3.9544e+05,1.6263e-06,0.0054208,0,0.01673,0.025,0
3.9712e+05,1.6547e-06,0.0054228,0,0.016765,0.025,0
3.9881e+05,1.6832e-06,0.0054247,0,0.0168,0.025,0
4.0049e+05,1.7116e-06,0.0054266,0,0.016835,0.025,0
4.0217e+05,1.7401e-06,0.0054286,0,0.01687,0.025,0
4.0385e+05,1.7685e-06,0.0054305,0,0.016905,0.025,0
4.0554e+05,1.797e-06,0.0054325,0,0.01694,0.025,0
4.0722e+05,1.8254e-06,0.0054344,0,0.016975,0.025,0
4.089e+05,1.8538e-06,0.0054363,0,0.01701,0.025,0
4.1058e+05,1.8823e-06,0.0054383,0,0.017045,0.025,0
4.1226e+05,1.9107e-06,0.0054402,0,0.01708,0.025,0
4.1395e+05,1.9392e-06,0.0054421,0,0.017115,0.025,0
4.1563e+05,1.9676e-06,0.0054441,0,0.01715,0.025,0
4.1731e+05,1.9961e-06,0.005446,0,0.017185,0.025,0
4.1899e+05,2.0245e-06,0.005448,0,0.01722,0.025,0
4.2067e+05,2.0529e-06,0.0054499,0,0.017255,0.025,0
4.2245e+05,2.1858e-06,0.005452,0,0.01729,0.025,0
4.2423e+05,2.3198e-06,0.0054541,0,0.017325,0.025,0
4.2601e+05,2.4539e-06,0.0054562,0,0.01736,0.025,0
4.2778e+05,2.5879e-06,0.0054583,0,0.017395,0.025,0
4.2956e+05,2.722e-06,0.0054604,0,0.01743,0.025,0
4.3134e+05,2.856e-06,0.0054625,0,0.017465,0.025,0
4.3311e+05,2.99e-06,0.0054646,0,0.0175,0.025,0
4.3499e+05,2.9403e-06,0.0054669,0,0.017535,0.025,0
4.3687e+05,2.8782e-06,0.0054692,0,0.01757,0.025,0
4.3875e+05,2.816e-06,0.0054715,0,0.017605,0.025,0
4.4063e+05,2.7538e-06,0.0054738,0,0.01764,0.025,0
4.4251e+05,2.6917e-06,0.0054761,0,0.017675,0.025,0
4.4439e+05,2.6295e-06,0.0054783,0,0.01771,0.025,0
4.4628e+05,2.5674e-06,0.0054806,0,0.017745,0.025,0
4.4816e+05,2.5052e-06,0.0054829,0,0.01778,0.025,0
4.5004e+05,2.4431e-06,0.0054852,0,0.017815,0.025,0
4.5192e+05,2.3809e-06,0.0054875,0,0.01785,0.025,0
4.538e+05,2.3187e-06,0.0054898,0,0.017885,0.025,0
4.5568e+05,2.2566e-06,0.0054921,0,0.01792,0.025,0
4.5756e+05,2.1944e-06,0.0054944,0,0.017955,0.025,0
4.5944e+05,2.1323e-06,0.0054967,0,0.01799,0.025,0
4.6132e+05,2.0701e-06,0.005499,0,0.018025,0.025,0
4.6321e+05,2.0079e-06,0.0055013,0,0.01806,0.025,0
4.6509e+05,1.9458e-06,0.0055036,0,0.018095,0.025,0
4.6697e+05,1.8836e-06,0.0055059,0,0.01813,0.025,0
4.6885e+05,1.8215e-06,0.0055081,0,0.018165,0.025,0
4.7073e+05,1.7593e-06,0.0055104,0,0.0182,0.025,0
4.7261e+05,1.6971e-06,0.0055127,0,0.018235,0.025,0
4.7449e+05,1.635e-06,0.005515,0,0.01827,0.025,0
4.7637e+05,1.5728e-06,0.0055173,0,0.018305,0.025,0
4.7825e+05,1.5107e-06,0.0055196,0,0.01834,0.025,0
4.8014e+05,1.4485e-06,0.0055219,0,0.018375,0.025,0
4.8202e+05,1.3864e-06,0.0055242,0,0.01841,0.025,0
4.839e+05,1.3242e-06,0.0055265,0,0.018445,0.025,0
4.8578e+05,1.262e-06,0.0055288,0,0.01848,0.025,0
4.8766e+05,1.1999e-06,0.0055311,0,0.018515,0.025,0
4.8954e+05,1.1377e-06,0.0055334,0,0.01855,0.025,0
4.9141e+05,1.1024e-06,0.0055356,0,0.018585,0.025,0
4.9328e+05,1.0722e-06,0.0055379,0,0.01862,0.025,0
4.9514e+05,1.0419e-06,0.0055401,0,0.018655,0.025,0
4.9701e+05,1.0116e-06,0.0055424,0,0.01869,0.025,0
4.9887e+05,9.8137e-07,0.0055447,0,0.018725,0.025,0
5.0074e+05,9.511e-07,0.0055469,0,0.01876,0.025,0
5.0261e+05,9.2083e-07,0.0055492,0,0.018795,0.025,0
5.0447e+05,8.9056e-07,0.0055514,0,0.01883,0.025,0
5.0644e+05,8.7502e-07,0.0055542,0,0.018865,0.025,0
5.0841e+05,8.6083e-07,0.0055569,0,0.0189,0.025,0
5.1046e+05,8.653e-07,0.00556,0,0.018935,0.025,0
5.1253e+05,8.7225e-07,0.0055631,0,0.01897,0.025,0
5.1459e+05,8.792e-07,0.0055663,0,0.019005,0.025,0
5.1665e+05,8.8616e-07,0.0055694,0,0.01904,0.025,0
5.1872e+05,8.9311e-07,0.0055725,0,0.019075,0.025,0
5.2078e+05,9.0006e-07,0.0055756,0,0.01911,0.025,0
5.2284e+05,9.0701e-07,0.0055787,0,0.019145,0.025,0
5.2491e+05,9.1396e-07,0.0055818,0,0.01918,0.025,0
5.2697e+05,9.2091e-07,0.0055849,0,0.019215,0.025,0
5.2903e+05,9.2787e-07,0.005588,0,0.01925,0.025,0
5.311e+05,9.3482e-07,0.0055912,0,0.019285,0.025,0
5.3316e+05,9.4177e-07,0.0055943,0,0.01932,0.025,0
5.3522e+05,9.4872e-07,0.0055974,0,0.019355,0.025,0
5.3729e+05,9.5567e-07,0.0056005,0,0.01939,0.025,0
5.3935e+05,9.6263e-07,0.0056036,0,0.019425,0.025,0
5.4141e+05,9.6958e-07,0.0056067,0,0.01946,0.025,0
5.4348e+05,9.7653e-07,0.0056098,0,0.019495,0.025,0
5.4554e+05,9.8348e-07,0.005613,0,0.01953,0.025,0
5.476e+05,9.9043e-07,0.0056161,0,0.019565,0.025,0
5.4967e+05,9.9738e-07,0.0056192,0,0.0196,0.025,0
5.5173e+05,1.0043e-06,0.0056223,0,0.019635,0.025,0
5.5379e+05,1.0113e-06,0.0056254,0,0.01967,0.025,0
5.5586e+05,1.0182e-06,0.0056285,0,0.019705,0.025,0
5.5792e+05,1.0252e-06,0.0056316,0,0.01974,0.025,0
5.5998e+05,1.0321e-06,0.0056348,0,0.019775,0.025,0
5.6205e+05,1.0391e-06,0.0056379,0,0.01981,0.025,0
5.6411e+05,1.046e-06,0.005641,0,0.019845,0.025,0
5.6617e+05,1.053e-06,0.0056441,0,0.01988,0.025,0
5.6824e+05,1.06e-06,0.0056472,0,0.019915,0.025,0
5.703e+05,1.0669e-06,0.0056503,0,0.01995,0.025,0
5.7236e+05,1.0739e-06,0.0056534,0,0.019985,0.025,0
5.7443e+05,1.0808e-06,0.0056566,0,0.02002,0.025,0
5.7649e+05,1.0878e-06,0.0056597,0,0.020055,0.025,0
5.7855e+05,1.0947e-06,0.0056628,0,0.02009,0.025,0
5.8062e+05,1.1017e-06,0.0056659,0,0.020125,0.025,0
5.8268e+05,1.1086e-06,0.005669,0,0.02016,0.025,0
5.8485e+05,1.0887e-06,0.0056723,0,0.020195,0.025,0
5.8702e+05,1.0681e-06,0.0056756,0,0.02023,0.025,0
5.8918e+05,1.0476e-06,0.0056788,0,0.020265,0.025,0
5.9142e+05,1.0451e-06,0.0056824,0,0.0203,0.025,0
5.9368e+05,1.0463e-06,0.0056861,0,0.020335,0.025,0
5.9593e+05,1.0475e-06,0.0056897,0,0.02037,0.025,0
5.9819e+05,1.0487e-06,0.0056933,0,0.020405,0.025,0
6.0044e+05,1.0499e-06,0.005697,0,0.02044,0.025,0
6.027e+05,1.0511e-06,0.0057006,0,0.020475,0.025,0
6.0495e+05,1.0523e-06,0.0057042,0,0.02051,0.025,0
6.0721e+05,1.0535e-06,0.0057079,0,0.020545,0.025,0
6.0946e+05,1.0547e-06,0.0057115,0,0.02058,0.025,0
6.1172e+05,1.056e-06,0.0057152,0,0.020615,0.025,0
6.1397e+05,1.0572e-06,0.0057188,0,0.02065,0.025,0
6.1623e+05,1.0584e-06,0.0057224,0,0.020685,0.025,0
6.1848e+05,1.0596e-06,0.0057261,0,0.02072,0.025,0
6.2073e+05,1.0608e-06,0.0057297,0,0.020755,0.025,0
6.2299e+05,1.062e-06,0.0057334,0,0.02079,0.025,0
6.2524e+05,1.0632e-06,0.005737,0,0.020825,0.025,0
6.275e+05,1.0644e-06,0.0057406,0,0.02086,0.025,0
6.2975e+05,1.0656e-06,0.0057443,0,0.020895,0.025,0
6.3201e+05,1.0668e-06,0.0057479,0,0.02093,0.025,0
6.3426e+05,1.068e-06,0.0057515,0,0.020965,0.025,0
6.3652e+05,1.0692e-06,0.0057552,0,0.021,0.025,0
6.3877e+05,1.0704e-06,0.0057588,0,0.021035,0.025,0
6.4103e+05,1.0716e-06,0.0057625,0,0.02107,0.025,0
6.4328e+05,1.0728e-06,0.0057661,0,0.021105,0.025,0
6.4554e+05,1.074e-06,0.0057697,0,0.02114,0.025,0
6.4779e+05,1.0752e-06,0.0057734,0,0.021175,0.025,0
6.5005e+05,1.0764e-06,0.005777,0,0.02121,0.025,0
6.523e+05,1.0776e-06,0.0057806,0,0.021245,0.025,0
6.5455e+05,1.0788e-06,0.0057843,0,0.02128,0.025,0
6.5681e+05,1.08e-06,0.0057879,0,0.021315,0.025,0
6.5906e+05,1.0812e-06,0.0057916,0,0.02135,0.025,0
6.6132e+05,1.0824e-06,0.0057952,0,0.021385,0.025,0
6.6357e+05,1.0836e-06,0.0057988,0,0.02142,0.025,0
6.6587e+05,1.0901e-06,0.0058026,0,0.021455,0.025,0
6.6823e+05,1.1064e-06,0.0058066,0,0.02149,0.025,0
6.706e+05,1.1228e-06,0.0058106,0,0.021525,0.025,0
6.73e+05,1.1357e-06,0.0058147,0,0.02156,0.025,0
6.7546e+05,1.1441e-06,0.0058189,0,0.021595,0.025,0
6.7791e+05,1.1524e-06,0.0058231,0,0.02163,0.025,0
6.8036e+05,1.1607e-06,0.0058273,0,0.021665,0.025,0
6.8281e+05,1.1691e-06,0.0058315,0,0.0217,0.025,0
6.8527e+05,1.1774e-06,0.0058357,0,0.021735,0.025,0
6.8772e+05,1.1857e-06,0.0058399,0,0.02177,0.025,0
6.9017e+05,1.1941e-06,0.0058441,0,0.021805,0.025,0
6.9262e+05,1.2024e-06,0.0058483,0,0.02184,0.025,0
6.9507e+05,1.2107e-06,0.0058525,0,0.021875,0.025,0
6.9753e+05,1.2191e-06,0.0058567,0,0.02191,0.025,0
6.9998e+05,1.2274e-06,0.0058609,0,0.021945,0.025,0
7.0243e+05,1.2358e-06,0.0058652,0,0.02198,0.025,0
7.0488e+05,1.2441e-06,0.0058694,0,0.022015,0.025,0
7.0734e+05,1.2524e-06,0.0058736,0,0.02205,0.025,0
7.0979e+05,1.2608e-06,0.0058778,0,0.022085,0.025,0
7.1224e+05,1.2691e-06,0.005882,0,0.02212,0.025,0
7.1469e+05,1.2774e-06,0.0058862,0,0.022155,0.025,0
7.1715e+05,1.2858e-06,0.0058904,0,0.02219,0.025,0
7.196e+05,1.2941e-06,0.0058946,0,0.022225,0.025,0
7.2205e+05,1.3024e-06,0.0058988,0,0.02226,0.025,0
7.245e+05,1.3108e-06,0.005903,0,0.022295,0.025,0
7.2695e+05,1.3191e-06,0.0059072,0,0.02233,0.025,0
7.2941e+05,1.3274e-06,0.0059114,0,0.022365,0.025,0
7.3186e+05,1.3358e-06,0.0059156,0,0.0224,0.025,0
7.3431e+05,1.3441e-06,0.0059198,0,0.022435,0.025,0
7.3676e+05,1.3525e-06,0.005924,0,0.02247,0.025,0
7.3922e+05,1.3608e-06,0.0059282,0,0.022505,0.025,0
7.4167e+05,1.3691e-06,0.0059324,0,0.02254,0.025,0
7.4412e+05,1.3775e-06,0.0059367,0,0.022575,0.025,0
7.4657e+05,1.3858e-06,0.0059409,0,0.02261,0.025,0
7.4902e+05,1.3941e-06,0.0059451,0,0.022645,0.025,0
7.5156e+05,1.3911e-06,0.0059495,0,0.02268,0.025,0
7.5421e+05,1.3893e-06,0.0059543,0,0.022715,0.025,0
7.5685e+05,1.3875e-06,0.005959,0,0.02275,0.025,0
7.595e+05,1.3857e-06,0.0059638,0,0.022785,0.025,0
7.6215e+05,1.3838e-06,0.0059686,0,0.02282,0.025,0
7.648e+05,1.382e-06,0.0059734,0,0.022855,0.025,0
7.6745e+05,1.3802e-06,0.0059781,0,0.02289,0.025,0
7.701e+05,1.3784e-06,0.0059829,0,0.022925,0.025,0
7.7275e+05,1.3766e-06,0.0059877,0,0.02296,0.025,0
7.754e+05,1.3747e-06,0.0059924,0,0.022995,0.025,0
7.7805e+05,1.3729e-06,0.0059972,0,0.02303,0.025,0
7.807e+05,1.3711e-06,0.006002,0,0.023065,0.025,0
7.8335e+05,1.3693e-06,0.0060068,0,0.0231,0.025,0
7.86e+05,1.3675e-06,0.0060115,0,0.023135,0.025,0
7.8865e+05,1.3657e-06,0.0060163,0,0.02317,0.025,0
7.913e+05,1.3638e-06,0.0060211,0,0.023205,0.025,0
7.9395e+05,1.362e-06,0.0060259,0,0.02324,0.025,0
7.966e+05,1.3602e-06,0.0060306,0,0.023275,0.025,0
7.9925e+05,1.3584e-06,0.0060354,0,0.02331,0.025,0
8.019e+05,1.3566e-06,0.0060402,0,0.023345,0.025,0
8.0455e+05,1.3547e-06,0.0060449,0,0.02338,0.025,0
8.072e+05,1.3529e-06,0.0060497,0,0.023415,0.025,0
8.0985e+05,1.3511e-06,0.0060545,0,0.02345,0.025,0
8.125e+05,1.3493e-06,0.0060593,0,0.023485,0.025,0
8.1515e+05,1.3475e-06,0.006064,0,0.02352,0.025,0
